City_ID,   Lat    ,   Lng    ,  Date    , Humidity , Max Temp ,City,Cloudiness,Country   ,Wind Speed
316,36.95,36.2,03-24-2018,74,64.61,erzin,88,TR,16.13
317,38.23,-2.07,03-24-2018,48,45.22,bajil,0,ES,24.18
318,3.94,41.86,03-24-2018,96,72.76,mandera,92,ET,5.17
319,19.93,-105.25,03-24-2018,86,64.21,tomatlan,20,MX,0.58
320,-46.13,167.69,03-24-2018,100,53.54,tuatapere,56,NZ,2.15
321,14.69,-16.54,03-24-2018,28,76.18,gat,56,SN,15.35
322,56.71,42.67,03-24-2018,95,23.89,pestyaki,8,RU,12.77
323,60.14,-45.24,03-24-2018,100,18.58,nanortalik,0,GL,34.81
324,-18.48,-70.32,03-24-2018,96,61.73,arica,64,CL,1.14
325,53.3,59.13,03-24-2018,94,27.13,agapovka,56,RU,16.02
326,37.38,55.49,03-24-2018,53,85.63,kalaleh,0,IR,6.4
327,-45.41,167.72,03-24-2018,99,46.75,te anau,92,NZ,2.48
328,25.86,114.93,03-24-2018,58,67.45,ganzhou,92,CN,2.37
329,63.83,10.7,03-24-2018,83,38.65,hovd,56,NO,3.38
330,38.52,-28.7,03-24-2018,100,62.18,ribeira grande,68,PT,10.09
331,58.6,13.44,03-24-2018,88,35.18,skagen,48,SE,15.12
332,-30.97,22.13,03-24-2018,32,74.69,carnarvon,0,ZA,8.19
333,25.3,75.93,03-24-2018,39,89.41,keshorai patan,0,IN,7.63
334,63.59,-135.9,03-24-2018,57,-7.89,mayo,0,CA,3.94
335,16.48,81.84,03-24-2018,95,84.23,razole,0,IN,12.66
336,63.51,53.41,03-24-2018,71,20.47,vodnyy,12,RU,4.94
337,62.49,17.33,03-24-2018,78,37.21,timra,8,SE,10.09
338,-39.94,176.59,03-24-2018,92,59.62,waipawa,100,NZ,4.16
339,-1.24,116.86,03-24-2018,100,82.93,balikpapan,20,ID,3.38
340,21.32,-158.01,03-24-2018,83,71.5,ewa beach,92,US,7.96
341,1.61,16.05,03-24-2018,83,80.09,ouesso,20,CG,3.15
342,8.16,125.3,03-24-2018,85,74.51,silae,68,PH,2.93
343,60.47,26.95,03-24-2018,87,29.06,kotka,44,FI,10.42
344,-15.19,12.15,03-24-2018,100,77.98,namibe,44,AO,8.97
345,52.16,-7.15,03-24-2018,100,42.11,tramore,0,IE,13.11
346,64.25,-15.21,03-24-2018,100,36.44,hofn,0,IS,8.3
347,-23.78,-45.36,03-24-2018,100,78.38,ilhabela,0,BR,7.74
348,31.44,119.33,03-24-2018,69,68.03,nandu,92,CN,4.61
349,42.57,-114.46,03-24-2018,92,38.11,twin falls,88,US,6.62
350,-28.24,-48.67,03-24-2018,97,75.01,imbituba,24,BR,16.69
351,-37.88,147.99,03-24-2018,100,64.79,lakes entrance,64,AU,2.82
352,-20.21,57.76,03-24-2018,75,83.33,quatre cocos,80,MU,8.75
353,37.52,-77.56,03-24-2018,58,30.1,bon air,0,US,5.39
354,35.31,47.0,03-24-2018,26,70.91,sanandaj,0,IR,7.85
355,63.29,118.35,03-24-2018,77,24.56,nyurba,92,RU,5.95
356,37.13,-80.41,03-24-2018,80,16.96,christiansburg,0,US,2.26
357,52.1,-9.78,03-24-2018,96,42.7,killorglin,20,IE,4.61
358,5.35,48.53,03-24-2018,78,85.09,hobyo,20,SO,9.19
359,54.23,-125.76,03-24-2018,70,23.66,burns lake,56,CA,4.61
360,-16.7,-151.02,03-24-2018,95,83.56,fare,56,PF,14.12
361,13.96,79.58,03-24-2018,46,97.01,venkatagiri,0,IN,5.28
362,-5.67,132.75,03-24-2018,100,81.85,tual,48,ID,14.9
363,5.79,0.9,03-24-2018,92,80.59,anloga,48,GH,7.29
364,18.39,42.45,03-24-2018,12,79.96,faya,0,SA,10.87
365,41.33,-89.13,03-24-2018,66,32.84,peru,92,US,15.9
366,-7.95,110.28,03-24-2018,62,85.94,bambanglipuro,24,ID,6.96
367,39.42,22.43,03-24-2018,91,50.89,chara,0,GR,3.04
368,51.66,10.34,03-24-2018,100,40.72,herzberg,44,DE,4.27
369,13.56,123.37,03-24-2018,87,78.56,ocampo,76,PH,17.81
370,50.67,113.59,03-24-2018,23,60.88,duldurga,0,RU,13.22
371,53.87,39.17,03-24-2018,100,28.21,shirokiy,36,RU,5.39
372,44.18,66.74,03-24-2018,87,44.86,shieli,8,KZ,4.38
373,-17.73,-39.27,03-24-2018,100,80.86,caravelas,56,BR,15.01
374,20.71,-105.21,03-24-2018,83,56.2,ixtapa,44,MX,1.25
375,60.91,-46.05,03-24-2018,46,-9.19,narsaq,0,GL,4.38
376,45.18,8.4,03-24-2018,74,42.38,vila,88,IT,4.05
377,42.77,18.95,03-24-2018,91,29.06,niksic,56,ME,2.59
378,-9.87,-56.08,03-24-2018,100,70.28,alta floresta,92,BR,2.37
379,37.57,126.98,03-24-2018,44,53.5,seoul,0,KR,7.96
380,20.2,1.01,03-24-2018,24,61.28,tessalit,0,ML,10.2
381,6.87,101.37,03-24-2018,64,86.66,yaring,8,TH,10.65
382,41.69,13.25,03-24-2018,100,42.07,ferentino,76,IT,3.83
383,25.38,97.4,03-24-2018,62,78.97,myitkyina,48,MM,2.15
384,47.55,-2.56,03-24-2018,98,47.92,ambon,80,FR,13.44
385,-18.77,46.05,03-24-2018,74,79.78,tsiroanomandidy,0,MG,6.62
386,41.17,75.81,03-24-2018,65,40.58,at-bashi,76,KG,9.42
387,-1.2,-46.02,03-24-2018,100,75.37,carutapera,80,BR,3.04
388,37.94,22.93,03-24-2018,61,55.3,corinth,0,GR,3.38
389,65.58,-170.99,03-24-2018,82,25.78,lavrentiya,0,RU,13.0
390,69.3,139.9,03-24-2018,78,-1.99,deputatskiy,0,RU,4.61
391,36.09,28.02,03-24-2018,100,59.98,lardos,44,GR,21.05
392,50.37,-4.14,03-24-2018,100,44.59,plymouth,88,GB,14.67
393,64.57,143.24,03-24-2018,75,-5.86,ust-nera,24,RU,1.81
394,45.88,10.89,03-24-2018,81,40.27,nago,0,IT,2.26
395,21.46,-71.14,03-24-2018,100,75.01,cockburn town,44,TC,18.48
396,-2.92,-39.92,03-24-2018,94,75.37,itarema,0,BR,6.29
397,-8.15,159.59,03-24-2018,100,77.35,buala,80,SB,7.07
398,33.19,-82.53,03-24-2018,74,45.89,avera,0,US,2.59
399,-31.59,28.78,03-24-2018,68,80.59,umtata,0,ZA,2.93
400,44.83,-0.61,03-24-2018,98,48.28,saint-augustin,76,FR,8.3
401,32.01,51.87,03-24-2018,24,69.97,shahreza,0,IR,5.17
402,20.34,-77.12,03-24-2018,100,72.26,manzanillo,0,CU,24.07
403,38.8,-9.45,03-24-2018,100,55.16,colares,36,PT,29.33
404,18.28,95.32,03-24-2018,36,95.98,myanaung,0,MM,7.52
405,-2.75,33.92,03-24-2018,70,82.3,mhango,0,TZ,4.61
406,67.46,153.71,03-24-2018,67,-4.83,srednekolymsk,80,RU,6.17
407,7.76,-76.65,03-24-2018,100,75.59,carepa,76,CO,3.38
408,32.3,-81.24,03-24-2018,77,50.84,rincon,36,US,5.95
409,32.14,105.51,03-24-2018,81,59.35,hanyang,92,CN,1.36
410,29.28,82.18,03-24-2018,71,44.09,jumla,0,NP,2.04
411,-27.91,25.16,03-24-2018,61,76.09,christiana,0,ZA,10.2
412,31.86,10.98,03-24-2018,36,57.14,nalut,12,LY,15.12
413,66.4,14.52,03-24-2018,91,19.03,storforshei,92,NO,2.37
414,63.84,-22.43,03-24-2018,100,36.13,grindavik,32,IS,18.48
415,-13.46,25.83,03-24-2018,71,80.23,kasempa,0,ZM,8.97
416,16.18,-22.92,03-24-2018,88,71.68,sal rei,0,CV,22.84
417,-34.85,139.16,03-24-2018,30,82.03,palmer,20,AU,16.91
418,-11.37,29.56,03-24-2018,96,76.58,samfya,12,ZM,7.74
419,-8.28,-70.75,03-24-2018,95,70.96,tamandare,56,BR,2.59
420,33.72,135.99,03-24-2018,90,58.27,shingu,0,JP,15.68
421,-17.73,-149.15,03-24-2018,100,82.16,tautira,80,PF,13.44
422,66.94,-53.67,03-24-2018,83,-14.14,sisimiut,36,GL,1.36
423,-15.0,22.67,03-24-2018,87,80.14,kalabo,0,ZM,4.83
424,25.29,51.53,03-24-2018,58,79.42,doha,0,QA,5.73
425,-38.24,146.4,03-24-2018,91,63.85,morwell,68,AU,3.27
426,52.4,49.95,03-24-2018,100,30.23,pestravka,88,RU,9.19
427,28.28,88.52,03-24-2018,57,30.91,gamba,8,CN,6.17
428,52.12,9.98,03-24-2018,100,43.69,marienburg,20,DE,4.5
429,14.73,0.92,03-24-2018,11,74.78,ayorou,20,NE,12.66
430,-20.07,146.27,03-24-2018,94,73.48,charters towers,92,AU,10.65
431,31.67,20.25,03-24-2018,28,65.51,suluq,0,LY,19.26
432,62.91,6.91,03-24-2018,86,41.98,bud,48,NO,28.88
433,-13.74,-72.9,03-24-2018,99,41.98,matara,88,PE,2.15
434,8.0,124.29,03-24-2018,89,74.65,marawi,80,PH,3.27
435,59.64,-151.54,03-24-2018,97,30.68,homer,24,US,7.4
436,-13.71,-76.2,03-24-2018,89,65.47,pisco,32,PE,1.92
437,-20.73,139.49,03-24-2018,42,87.56,mount isa,36,AU,11.43
438,10.49,-68.2,03-24-2018,93,67.63,moron,92,VE,2.93
439,57.79,14.13,03-24-2018,85,32.8,dalvik,76,SE,6.51
440,55.1,-105.3,03-24-2018,82,31.31,la ronge,88,CA,8.41
441,39.62,-77.74,03-24-2018,68,25.73,vardo,0,US,4.94
442,63.05,179.32,03-24-2018,88,24.74,beringovskiy,56,RU,10.87
443,12.41,4.49,03-24-2018,18,83.24,tari,24,NG,12.1
444,57.9,-5.16,03-24-2018,100,41.93,ullapool,88,GB,19.26
445,55.78,-118.84,03-24-2018,63,5.08,spirit river,68,CA,4.83
446,54.89,-2.94,03-24-2018,100,40.18,carlisle,80,GB,3.6
447,39.63,118.17,03-24-2018,48,66.41,tangshan,0,CN,10.31
448,68.22,-135.01,03-24-2018,80,-17.92,aklavik,24,CA,2.93
449,61.77,31.02,03-24-2018,93,22.72,lyaskelya,80,RU,9.75
450,22.83,108.3,03-24-2018,63,76.76,nanning,92,CN,9.31
451,52.35,-110.26,03-24-2018,82,21.86,provost,32,CA,12.1
452,53.45,125.8,03-24-2018,35,38.92,magdagachi,32,RU,4.16
453,48.97,140.29,03-24-2018,91,33.56,sovetskaya gavan,92,RU,8.75
454,20.1,77.72,03-24-2018,27,97.24,digras,0,IN,4.5
455,32.38,15.09,03-24-2018,65,63.58,misratah,0,LY,13.78
456,-5.83,13.46,03-24-2018,68,85.04,matadi,24,CD,3.94
457,47.97,0.16,03-24-2018,100,45.4,allonnes,80,FR,8.3
458,11.28,-15.83,03-24-2018,99,78.34,bubaque,0,GW,1.92
459,66.66,66.39,03-24-2018,80,-8.52,labytnangi,32,RU,4.38
460,46.36,-79.93,03-24-2018,58,11.24,sturgeon falls,0,CA,9.42
461,31.68,38.65,03-24-2018,14,89.99,turayf,36,SA,21.83
462,69.22,-51.1,03-24-2018,85,-9.42,ilulissat,44,GL,2.93
463,36.47,8.55,03-24-2018,93,52.46,wadi maliz,32,TN,3.38
464,59.7,150.17,03-24-2018,75,4.54,arman,0,RU,1.03
465,39.28,141.86,03-24-2018,70,46.03,kamaishi,48,JP,5.84
466,38.42,77.24,03-24-2018,19,73.93,shache,0,CN,5.17
467,4.19,19.88,03-24-2018,89,81.76,bosobolo,56,CD,5.17
468,37.8,-25.58,03-24-2018,100,61.6,rabo de peixe,80,PT,9.19
469,11.67,92.75,03-24-2018,100,84.64,port blair,0,IN,10.31
470,13.62,123.19,03-24-2018,73,78.88,naga,56,PH,19.71
471,12.67,100.9,03-24-2018,92,85.9,sattahip,0,TH,7.63
472,-18.19,31.55,03-24-2018,65,78.11,marondera,0,ZW,7.18
473,35.73,140.83,03-24-2018,100,54.94,hasaki,80,JP,9.42
474,29.72,112.52,03-24-2018,97,62.14,dongsheng,92,CN,3.15
475,-8.49,140.4,03-24-2018,98,79.06,merauke,92,ID,17.69
476,27.8,66.62,03-24-2018,24,80.23,khuzdar,0,PK,3.71
477,22.89,-105.97,03-24-2018,100,70.24,agua verde,36,MX,4.5
478,58.81,-122.69,03-24-2018,62,8.99,fort nelson,56,CA,5.95
479,35.58,135.2,03-24-2018,73,48.37,miyazu,24,JP,5.39
480,47.22,19.15,03-24-2018,100,36.67,bugyi,32,HU,7.07
481,27.97,-114.04,03-24-2018,84,61.19,guerrero negro,32,MX,8.52
482,3.25,19.78,03-24-2018,77,83.96,gemena,64,CD,2.93
483,61.57,31.48,03-24-2018,93,22.72,pitkyaranta,80,RU,9.75
484,51.04,-4.21,03-24-2018,100,44.23,northam,88,GB,9.42
485,12.13,77.9,03-24-2018,51,90.85,pennagaram,8,IN,3.38
486,38.44,57.43,03-24-2018,69,74.47,baherden,0,TM,8.08
487,26.19,-97.7,03-24-2018,84,72.85,harlingen,88,US,20.49
488,49.55,16.57,03-24-2018,90,37.34,letovice,8,CZ,4.16
489,54.28,-0.41,03-24-2018,95,43.69,scarborough,92,GB,4.94
490,53.94,139.92,03-24-2018,86,19.84,mnogovershinnyy,20,RU,2.26
491,-20.22,-70.14,03-24-2018,100,59.26,iquique,20,CL,1.14
492,68.82,-51.19,03-24-2018,85,-9.42,qasigiannguit,44,GL,2.93
493,59.58,151.3,03-24-2018,95,12.86,ola,0,RU,0.92
494,7.99,-10.85,03-24-2018,100,75.28,daru,12,SL,4.5
495,-17.34,-39.22,03-24-2018,97,79.42,prado,88,BR,13.22
496,33.75,45.55,03-24-2018,63,79.15,mandali,68,IQ,13.44
497,59.56,150.8,03-24-2018,100,15.88,magadan,0,RU,0.69
498,-1.78,37.63,03-24-2018,89,77.53,wote,0,KE,5.61
499,12.18,6.51,03-24-2018,26,81.71,auki,20,NG,8.63
500,50.23,-63.6,03-24-2018,88,25.19,havre-saint-pierre,76,CA,13.67
501,44.96,-89.63,03-24-2018,71,17.77,wausau,32,US,12.88
502,36.99,-86.44,03-24-2018,99,41.62,bowling green,92,US,7.52
503,14.89,5.26,03-24-2018,19,76.04,tahoua,24,NE,13.0
504,-11.1,-77.61,03-24-2018,90,64.79,hualmay,8,PE,2.71
505,58.3,-134.42,03-24-2018,100,23.17,juneau,0,US,5.5
506,33.97,36.66,03-24-2018,27,71.32,yabrud,56,SY,13.11
507,64.84,-147.72,03-24-2018,66,7.96,fairbanks,0,US,6.96
508,53.05,158.65,03-24-2018,90,19.84,petropavlovsk-kamchatskiy,0,RU,5.28
509,70.86,29.09,03-24-2018,100,22.54,berlevag,76,NO,9.42
510,-15.27,-72.34,03-24-2018,99,33.7,orcopampa,88,PE,2.26
511,4.14,96.13,03-24-2018,100,82.12,meulaboh,12,ID,3.6
512,34.5,136.72,03-24-2018,86,53.59,ise,0,JP,7.74
513,4.91,-75.23,03-24-2018,100,60.83,rosarito,68,CO,2.37
514,13.22,-59.52,03-24-2018,100,78.43,bathsheba,92,BB,14.23
515,41.28,-70.1,03-24-2018,100,37.34,nantucket,64,US,13.89
516,18.74,7.39,03-24-2018,20,73.66,arlit,0,NE,11.43
517,4.94,-1.71,03-24-2018,100,78.34,sekondi,12,GH,5.17
518,41.34,-76.0,03-24-2018,72,23.84,back mountain,0,US,4.83
519,-24.19,-65.45,03-24-2018,83,38.2,guerrero,0,AR,1.92
520,-21.64,-41.05,03-24-2018,100,79.19,sao joao da barra,32,BR,14.56
521,48.99,22.16,03-24-2018,80,28.79,snina,0,SK,2.04
522,23.23,104.89,03-24-2018,73,66.59,babu,12,CN,3.38
523,4.25,103.42,03-24-2018,61,85.81,cukai,64,MY,7.4
524,-1.35,-80.58,03-24-2018,97,70.51,jipijapa,68,EC,2.82
525,28.82,79.22,03-24-2018,67,85.09,kemri,0,IN,7.85
526,50.37,19.04,03-24-2018,89,38.47,wojkowice,0,PL,5.95
527,47.17,-55.16,03-24-2018,100,32.21,marystown,92,CA,7.07
528,5.32,-4.37,03-24-2018,95,77.66,dabou,48,CI,4.16
529,11.3,106.1,03-24-2018,54,91.79,tay ninh,0,VN,4.61
530,40.29,97.04,03-24-2018,43,61.6,yumen,0,CN,4.38
531,41.61,12.52,03-24-2018,100,47.38,ardea,32,IT,7.63
532,9.55,-79.65,03-24-2018,100,75.41,portobelo,88,PA,9.75
533,-13.3,35.25,03-24-2018,87,75.55,lichinga,12,MZ,5.95
534,52.92,78.56,03-24-2018,95,29.69,yarovoye,48,RU,24.85
535,-22.45,18.97,03-24-2018,50,80.23,gobabis,0,NA,3.6
536,7.42,81.82,03-24-2018,59,89.81,kalmunai,0,LK,6.62
537,-15.89,-52.26,03-24-2018,98,70.01,barra do garcas,64,BR,3.71
538,45.24,7.6,03-24-2018,79,40.45,cirie,92,IT,5.17
539,34.7,138.93,03-24-2018,100,54.49,shimoda,64,JP,4.72
540,-21.7,-64.2,03-24-2018,100,65.92,pucara,92,BO,2.04
541,42.47,-96.41,03-24-2018,99,34.64,south sioux city,92,US,14.56
542,53.22,-114.98,03-24-2018,66,22.99,drayton valley,0,CA,6.73
543,22.12,95.13,03-24-2018,50,93.14,monywa,0,MM,4.38
544,30.57,79.57,03-24-2018,93,25.51,joshimath,0,IN,1.03
545,-9.98,-67.82,03-24-2018,93,73.34,rio branco,68,BR,2.71
546,28.58,77.04,03-24-2018,37,89.63,dwarka,0,IN,12.44
547,43.18,70.46,03-24-2018,69,55.21,karatau,12,KZ,5.84
548,54.62,-1.06,03-24-2018,99,42.38,redcar,92,GB,4.72
549,-23.87,35.38,03-24-2018,76,86.03,inhambane,8,MZ,8.19
550,14.2,24.66,03-24-2018,20,93.64,kutum,24,SD,7.96
551,46.12,-70.67,03-24-2018,75,26.23,saint-georges,88,CA,4.5
552,65.37,58.04,03-24-2018,81,14.62,synya,76,RU,4.38
553,24.52,103.77,03-24-2018,47,67.36,zhongshu,88,CN,8.08
554,17.83,-98.85,03-24-2018,90,56.38,olinala,0,MX,2.26
555,43.41,-124.22,03-24-2018,99,38.65,north bend,88,US,7.63
556,27.85,-80.5,03-24-2018,100,57.19,micco,0,US,7.18
557,3.78,72.97,03-24-2018,100,84.41,mahibadhoo,0,MV,6.62
558,51.62,-8.87,03-24-2018,99,43.01,clonakilty,0,IE,14.67
559,19.74,96.21,03-24-2018,31,94.13,pyinmana,0,MM,3.83
560,34.34,132.59,03-24-2018,76,53.23,kumano,0,JP,6.06
561,64.17,-51.74,03-24-2018,100,1.43,nuuk,48,GL,7.63
562,9.67,8.4,03-24-2018,85,79.51,matagami,12,NG,2.93
563,53.19,44.05,03-24-2018,100,25.78,kamenka,76,RU,4.61
564,-35.36,150.48,03-24-2018,83,75.14,ulladulla,32,AU,10.54
565,30.15,-110.24,03-24-2018,53,61.73,casas grandes,80,MX,1.92
566,38.7,-9.42,03-24-2018,100,55.16,cascais,36,PT,29.33
567,-38.55,-58.74,03-24-2018,94,54.31,necochea,0,AR,8.19
568,-13.19,49.05,03-24-2018,94,83.24,ambilobe,12,MG,5.84
569,54.77,-101.88,03-24-2018,86,29.65,flin flon,92,CA,10.54
570,0.94,33.12,03-24-2018,87,80.41,kamuli,0,UG,5.95
571,60.47,166.1,03-24-2018,73,3.14,tilichiki,32,RU,8.41
572,15.11,37.59,03-24-2018,24,95.84,barentu,0,ER,3.94
573,44.66,20.59,03-24-2018,91,35.14,vrcin,68,RS,4.38
574,39.42,-92.44,03-24-2018,97,43.6,moberly,100,US,20.49
575,56.01,71.51,03-24-2018,90,18.94,krutinka,8,RU,22.62
576,38.88,-99.33,03-24-2018,71,50.93,hays,0,US,14.12
577,40.36,-7.35,03-24-2018,84,43.42,belmonte,8,PT,14.9
578,-4.33,20.59,03-24-2018,99,69.56,ilebo,92,CD,0.92
579,42.96,12.7,03-24-2018,87,40.27,foligno,12,IT,3.94
580,40.63,17.94,03-24-2018,100,48.73,brindisi,80,IT,5.61
581,55.15,124.74,03-24-2018,62,29.96,tynda,92,RU,5.73
582,57.88,43.81,03-24-2018,75,24.52,makaryev,0,RU,10.65
583,33.08,-16.33,03-24-2018,100,62.95,camacha,88,PT,21.94
584,-36.8,-72.03,03-24-2018,91,45.49,san ignacio,0,CL,10.76
585,-10.75,-77.76,03-24-2018,100,66.41,barranca,24,PE,5.73
586,60.73,77.6,03-24-2018,93,21.46,strezhevoy,88,RU,11.65
587,-22.28,166.46,03-24-2018,94,75.46,noumea,88,NC,9.19
588,-18.7,-66.0,03-24-2018,83,42.16,colquechaca,64,BO,1.92
589,54.52,-128.61,03-24-2018,82,26.18,terrace,76,CA,1.7
590,71.03,27.85,03-24-2018,91,22.72,mehamn,76,NO,8.3
591,-22.73,-64.34,03-24-2018,100,69.56,bermejo,80,AR,1.48
592,34.41,-119.86,03-24-2018,100,53.32,isla vista,0,US,23.4
593,47.8,67.71,03-24-2018,69,35.63,zhezkazgan,0,KZ,15.35
594,32.43,73.82,03-24-2018,54,85.81,narang,0,PK,10.31
595,39.0,-77.4,03-24-2018,75,24.88,sterling,0,US,8.86
596,-11.38,43.28,03-24-2018,89,86.35,mitsamiouli,8,KM,6.17
597,53.79,81.35,03-24-2018,84,31.09,kamen-na-obi,8,RU,18.03
598,39.5,67.61,03-24-2018,55,60.74,panjakent,8,UZ,3.27
599,4.75,115.01,03-24-2018,96,80.81,limbang,32,BN,1.59
600,-13.13,39.0,03-24-2018,83,83.11,montepuez,0,MZ,4.61
601,44.6,8.98,03-24-2018,96,46.34,bastia,88,IT,5.84
602,-16.11,46.64,03-24-2018,75,85.31,marovoay,64,MG,7.52
603,28.97,50.84,03-24-2018,42,84.1,bushehr,0,IR,10.42
604,7.99,117.06,03-24-2018,100,82.34,balabac,88,PH,17.25
605,-43.03,147.26,03-24-2018,100,56.06,margate,64,AU,2.15
606,34.64,-120.46,03-24-2018,100,48.37,lompoc,0,US,13.67
607,-33.38,148.01,03-24-2018,55,73.79,forbes,48,AU,6.85
608,43.58,127.55,03-24-2018,63,44.5,baishishan,24,CN,7.52
609,48.65,-53.11,03-24-2018,96,29.92,bonavista,88,CA,9.98
610,15.74,-96.47,03-24-2018,100,80.36,pochutla,0,MX,7.18
611,18.32,122.09,03-24-2018,100,75.1,cabiraoan,0,PH,21.27
612,68.36,-133.71,03-24-2018,80,-18.19,inuvik,36,CA,4.27
613,-2.02,147.27,03-24-2018,95,83.74,lorengau,44,PG,17.13
614,35.03,136.69,03-24-2018,86,53.59,fukue,0,JP,7.74
615,-3.31,129.0,03-24-2018,100,82.79,amahai,44,ID,7.52
616,52.27,6.79,03-24-2018,100,42.83,hengelo,56,NL,5.5
617,36.55,32.0,03-24-2018,100,53.77,alanya,48,TR,17.25
618,47.96,80.43,03-24-2018,76,44.32,ayagoz,88,KZ,25.08
619,63.46,48.9,03-24-2018,66,16.06,koslan,0,RU,5.28
620,7.53,-12.5,03-24-2018,89,79.96,bonthe,0,SL,2.82
621,54.02,-128.69,03-24-2018,86,26.95,kitimat,68,CA,1.81
622,21.52,70.46,03-24-2018,14,100.75,junagadh,12,IN,8.41
623,48.64,13.53,03-24-2018,79,38.33,wanning,0,AT,8.52
624,-20.4,164.57,03-24-2018,100,73.57,pouebo,92,NC,7.74
625,26.0,63.05,03-24-2018,19,95.44,turbat,0,PK,11.43
626,51.81,68.36,03-24-2018,90,26.86,atbasar,32,KZ,17.81
627,50.25,-96.06,03-24-2018,67,28.39,lac du bonnet,92,CA,15.9
628,34.88,-76.9,03-24-2018,100,41.71,havelock,0,US,10.76
629,55.63,60.79,03-24-2018,81,29.78,novogornyy,68,RU,11.88
630,13.07,-59.53,03-24-2018,100,78.43,oistins,92,BB,14.23
631,54.81,105.15,03-24-2018,65,43.91,zhigalovo,0,RU,4.72
632,40.59,22.4,03-24-2018,100,40.31,loutros,36,GR,3.38
633,-10.12,-36.18,03-24-2018,100,77.89,coruripe,64,BR,8.52
634,7.04,134.26,03-24-2018,100,78.29,kloulklubed,92,PW,6.29
635,24.39,-104.74,03-24-2018,72,45.89,nicolas bravo,20,MX,2.48
636,50.24,32.51,03-24-2018,100,32.8,pyryatyn,0,UA,9.19
637,-6.24,-41.42,03-24-2018,98,68.62,pimenteiras,92,BR,5.39
