City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
264,phuket,20,TH,1569398262,55,7.89,98.4,91.4,9.17
265,kudahuvadhoo,100,MV,1569398263,74,2.67,72.89,81.05,3.24
266,manaure,100,CO,1569398263,76,11.78,-72.45,82.31,4.21
267,hasaki,20,JP,1569398263,57,35.73,140.83,78.8,8.05
268,klaksvik,90,FO,1569398263,100,62.23,-6.59,51.8,17.22
269,nioro,0,GM,1569398263,81,13.79,-15.05,80.69,8.43
270,vardo,75,US,1569398263,93,39.62,-77.74,57.2,1.9
271,nikki,87,BJ,1569398263,89,9.94,3.21,75.83,7.14
272,kakamigahara,20,JP,1569398263,65,35.4,136.85,87.01,5.82
273,kuruman,0,ZA,1569398264,18,-27.46,23.43,77.63,20.13
274,amahai,4,ID,1569398264,83,-3.31,129.0,77.99,12.19
275,necochea,4,AR,1569398264,92,-38.55,-58.74,50.0,6.78
276,geraldton,90,CA,1569398264,100,49.72,-86.95,55.4,5.82
277,kuhdasht,0,IR,1569398264,13,33.53,47.61,78.8,4.7
278,constitucion,99,MX,1569398264,79,23.99,-104.67,61.0,7.0
279,anadyr,0,RU,1569398264,80,64.73,177.51,35.6,3.85
280,chara,20,GR,1569398265,60,39.42,22.43,73.4,8.05
281,chulman,94,RU,1569398265,94,56.84,124.9,39.11,2.82
282,santiago,22,PH,1569398165,88,16.69,121.54,79.61,2.35
283,mayor pablo lagerenza,96,PY,1569398265,35,-19.93,-60.77,82.85,9.93
284,kibondo,76,TZ,1569398265,28,-3.59,30.72,86.27,9.26
285,ballina,75,IE,1569398265,100,54.11,-9.15,57.2,8.05
286,ranong,40,TH,1569398265,74,9.96,98.62,87.8,8.05
287,taoudenni,0,ML,1569398265,10,22.68,-3.98,98.33,3.91
288,havre-saint-pierre,90,CA,1569398265,70,50.23,-63.6,48.2,12.75
289,yining,100,CN,1569398266,51,29.04,114.56,77.63,3.96
290,talara,55,PE,1569398266,91,-4.58,-81.27,63.05,17.54
291,bambanglipuro,0,ID,1569398266,83,-7.95,110.28,77.09,15.14
292,bom jardim,40,BR,1569398266,94,-7.8,-35.59,68.0,8.05
293,panzhihua,100,CN,1569398266,87,26.59,101.72,59.27,2.57
294,te anau,38,NZ,1569398266,74,-45.41,167.72,35.33,7.96
295,namatanai,100,PG,1569398267,83,-3.66,152.44,79.07,9.22
296,sipe sipe,84,BO,1569398267,45,-17.45,-66.36,64.4,8.05
297,takoradi,100,GH,1569398267,86,4.89,-1.75,78.17,5.35
298,flagstaff,1,US,1569398122,48,35.2,-111.65,62.6,10.29
299,porto novo,75,BR,1569398267,82,-23.68,-45.44,62.6,2.24
300,sao raimundo das mangabeiras,95,BR,1569398267,52,-7.02,-45.48,75.11,4.7
301,vila praia de ancora,90,PT,1569398267,100,41.81,-8.85,62.01,3.36
302,luganville,75,VU,1569398267,65,-15.51,167.18,78.8,10.29
303,ostrovnoy,100,RU,1569398268,94,68.05,39.51,37.85,23.22
304,kloulklubed,75,PW,1569398268,74,7.04,134.26,86.0,8.05
305,gold coast,75,AU,1569398230,64,-28.0,153.41,70.0,11.41
306,druzhba,63,UA,1569398268,64,49.36,25.65,64.0,3.0
307,axim,80,GH,1569398268,86,4.87,-2.24,77.99,9.98
308,jais,74,IN,1569398268,74,26.27,81.55,85.55,14.7
309,tuatapere,82,NZ,1569398268,89,-46.13,167.69,39.0,18.99
310,skrunda,0,LV,1569398268,61,56.68,22.02,50.0,6.93
311,vao,100,EE,1569398269,93,59.1,26.19,45.23,7.94
312,dawlatabad,0,AF,1569398269,16,36.41,64.91,89.33,8.39
313,angoram,55,PG,1569398269,87,-4.06,144.07,77.63,3.69
314,santa cruz,21,BR,1569398269,84,-6.22,-36.02,67.73,10.89
315,lagoa,0,PT,1569398269,82,37.14,-8.45,64.99,9.17
316,praya,40,ID,1569398269,52,-8.71,116.27,87.8,19.46
317,la ciotat,0,FR,1569398269,77,43.17,5.6,79.0,8.05
318,noumea,75,NC,1569398270,72,-22.28,166.46,73.99,13.87
319,vilyuysk,100,RU,1569398270,78,63.75,121.63,44.33,6.76
320,la rioja,0,AR,1569398270,54,-29.41,-66.86,51.53,0.69
321,trapani,0,IT,1569398237,61,38.02,12.54,78.01,8.05
322,torbay,90,CA,1569398270,93,47.66,-52.73,46.0,10.29
323,north bend,1,US,1569398149,87,43.41,-124.22,60.8,9.17
324,pelym,96,RU,1569398270,60,61.01,62.0,41.09,12.66
325,daru,67,PG,1569398270,86,-9.07,143.21,75.29,9.44
326,kavieng,86,PG,1569398270,73,-2.57,150.8,84.47,11.05
327,itoman,40,JP,1569398271,69,26.12,127.67,82.4,12.75
328,buluang,20,PH,1569398271,62,10.47,123.98,89.6,12.75
329,bolgar,100,RU,1569398271,75,54.97,49.03,42.8,8.95
330,pochutla,100,MX,1569398271,93,15.74,-96.47,62.51,2.84
331,at-bashi,0,KG,1569398271,89,41.17,75.81,55.0,14.09
332,ampanihy,79,MG,1569398271,56,-24.69,44.75,73.31,13.29
333,omaruru,5,NA,1569398271,5,-21.42,15.95,88.43,18.79
334,weihai,98,CN,1569398232,41,37.5,122.11,64.99,6.51
335,port blair,95,IN,1569398272,76,11.67,92.75,83.21,11.79
336,ust-omchug,0,RU,1569398272,79,61.13,149.63,20.39,11.25
337,bajil,26,ES,1569398272,67,38.23,-2.07,65.21,7.87
338,bilma,0,NE,1569398272,10,18.69,12.92,95.09,11.54
339,mayumba,100,GA,1569398272,89,-3.44,10.65,76.19,12.64
340,port augusta,67,AU,1569398272,42,-32.49,137.76,66.2,10.29
341,ambulu,100,ID,1569398272,88,-8.35,113.61,75.83,28.83
342,port hardy,40,CA,1569398273,93,50.7,-127.42,51.8,4.7
343,saint-prosper,100,CA,1569398273,96,46.21,-70.48,48.99,2.55
344,igarka,100,RU,1569398273,84,67.47,86.57,38.75,16.17
345,palm coast,1,US,1569398273,88,29.55,-81.22,73.0,3.04
346,hambantota,100,LK,1569398273,87,6.12,81.12,79.61,23.11
347,mehamn,75,NO,1569398273,81,71.03,27.85,42.8,26.4
348,auki,0,NG,1569398273,66,12.18,6.51,82.85,7.09
349,mount gambier,90,AU,1569398274,87,-37.83,140.78,55.4,8.05
350,bara,40,NG,1569398274,60,10.41,10.6,85.91,6.04
351,ambunti,40,PG,1569398274,94,-4.22,142.82,76.19,3.22
352,aykhal,90,RU,1569398274,56,65.95,111.51,44.6,4.47
353,marsh harbour,96,BS,1569398274,65,26.54,-77.06,78.17,3.67
354,ferrol,20,ES,1569398274,93,43.48,-8.23,63.0,5.82
355,abong mbang,100,CM,1569398274,82,3.98,13.18,73.85,4.21
356,puerto escondido,97,MX,1569398275,88,15.86,-97.07,73.67,3.83
357,brae,40,GB,1569398275,87,60.4,-1.35,55.4,23.04
358,samarai,84,PG,1569398275,94,-10.62,150.67,73.49,7.07
359,zhigansk,100,RU,1569398275,76,66.77,123.37,41.45,9.75
360,black river,20,JM,1569398275,78,18.03,-77.85,82.4,10.29
361,bermejo,96,AR,1569398275,49,-22.73,-64.34,63.05,2.1
362,aksu,40,KZ,1569398275,30,52.04,76.93,55.4,8.95
363,baracoa,100,CU,1569398275,80,20.35,-74.5,79.79,4.47
364,ulagan,100,RU,1569398276,36,50.63,87.96,52.97,12.01
365,saint-georges,100,CA,1569398276,96,46.12,-70.67,50.0,6.55
366,cadillac,40,US,1569398276,72,44.25,-85.4,69.8,13.87
367,rio gallegos,0,AR,1569398276,53,-51.62,-69.22,50.0,8.05
368,turan,97,RU,1569398276,55,52.15,93.92,55.85,5.79
369,galdar,20,ES,1569398276,73,28.15,-15.65,71.6,18.34
370,isangel,42,VU,1569398277,71,-19.55,169.27,73.13,15.73
371,lethem,100,GY,1569398277,87,3.38,-59.8,75.29,9.75
372,smolenka,100,PL,1569398277,59,54.15,22.76,50.81,7.81
373,madang,39,CN,1569398277,46,35.32,102.79,47.93,8.25
374,kawalu,78,ID,1569398277,56,-7.38,108.21,79.25,9.15
375,iqaluit,75,CA,1569398277,78,63.75,-68.52,37.4,6.93
376,mollendo,32,PE,1569398277,82,-17.03,-72.02,60.35,7.78
377,manbij,0,SY,1569398277,36,36.53,37.96,77.0,4.7
378,goba,7,ET,1569398278,75,7.01,39.97,63.95,2.13
379,xiamen,20,CN,1569398278,40,24.46,118.07,86.0,6.71
380,tura,100,RU,1569398278,62,64.27,100.22,42.17,11.32
381,yarmouth,90,CA,1569398267,100,43.84,-66.12,55.4,13.87
382,mae hong son,20,MM,1569398278,49,19.3,97.96,89.6,0.16
383,vostok,0,RU,1569398278,72,46.45,135.83,43.43,4.74
384,cape girardeau,40,US,1569398278,88,37.31,-89.52,64.4,8.52
385,rovaniemi,0,FI,1569398278,74,66.5,25.72,35.6,11.41
386,kontagora,7,NG,1569398279,71,10.4,5.47,83.03,5.39
387,penne,0,IT,1569398279,82,42.45,13.93,73.0,1.12
388,daund,97,IN,1569398279,68,18.46,74.58,81.05,1.72
389,ammon,1,US,1569398279,50,43.47,-111.97,57.2,12.75
390,nichinan,75,JP,1569398279,57,31.65,131.31,78.8,6.93
391,kamsack,20,CA,1569398279,87,51.56,-101.9,42.8,10.29
392,san ramon,75,NI,1569398279,98,12.92,-85.84,65.75,1.9
393,cayenne,0,GF,1569398279,100,4.94,-52.33,73.4,2.33
394,ozinki,22,RU,1569398280,40,51.2,49.73,51.53,8.86
395,puerto quijarro,100,BO,1569398280,44,-19.0,-57.72,82.49,3.83
396,viana do castelo,75,PT,1569398280,100,41.69,-8.83,59.0,5.82
397,oxford,1,US,1569398280,87,33.61,-85.83,63.0,1.68
398,namtsy,0,RU,1569398280,42,62.72,129.66,48.2,6.71
399,sihora,100,IN,1569398280,81,23.49,80.11,83.57,8.01
400,quartucciu,0,IT,1569398281,88,39.25,9.18,72.0,5.82
401,knysna,0,ZA,1569398281,48,-34.04,23.05,60.8,10.29
402,kokopo,99,PG,1569398281,97,-4.34,152.27,72.59,3.06
403,sorong,100,ID,1569398281,89,-0.86,131.25,77.63,6.55
404,meulaboh,61,ID,1569398281,77,4.14,96.13,82.31,9.73
405,monte patria,0,CL,1569398281,42,-30.69,-70.96,54.41,4.83
406,sistranda,0,NO,1569398282,66,63.73,8.83,51.01,16.11
407,tupik,0,RU,1569398282,76,54.43,119.94,52.07,1.66
408,meybod,0,IR,1569398282,15,32.25,54.02,91.4,6.93
409,kovacica,75,RS,1569398282,100,45.11,20.62,73.99,6.6
410,rossland,55,CA,1569398282,89,49.08,-117.8,55.0,4.0
411,makakilo city,90,US,1569398183,83,21.35,-158.09,82.4,4.18
412,lasa,20,CY,1569398282,69,34.92,32.53,82.0,5.82
413,lamar,1,US,1569398283,66,38.09,-102.62,55.4,4.7
414,mazagao,0,BR,1569398283,100,-0.12,-51.29,78.8,2.24
415,sterling,1,US,1569398283,93,39.0,-77.4,61.0,3.4
416,okhotsk,0,RU,1569398283,75,59.36,143.24,36.77,17.54
417,taltal,52,CL,1569398283,91,-25.41,-70.49,46.13,4.9
418,pacifica,1,US,1569398060,56,37.61,-122.49,73.0,5.82
419,coihaique,0,CL,1569398283,81,-45.58,-72.07,51.8,8.05
420,maceio,20,BR,1569398283,94,-9.67,-35.74,68.0,3.36
421,vaitape,3,PF,1569398284,79,-16.52,-151.75,79.07,19.22
422,sur,11,OM,1569398284,48,22.57,59.53,90.77,13.22
423,shingu,20,JP,1569398284,61,33.72,135.99,78.8,4.7
424,constantine,0,DZ,1569398284,82,36.36,6.61,66.2,2.24
425,smithers,90,CA,1569398284,87,54.78,-127.17,46.4,2.53
426,katherine,0,AU,1569398284,20,-14.47,132.26,95.0,11.41
427,muisne,100,EC,1569398284,92,0.61,-80.02,73.13,17.38
428,kurri kurri,75,AU,1569398284,59,-32.82,151.48,66.99,9.17
429,imbituba,40,BR,1569398285,93,-28.24,-48.67,57.2,2.24
430,nalut,0,LY,1569398285,34,31.86,10.98,85.73,2.55
431,alyangula,0,AU,1569398285,45,-13.85,136.42,86.0,8.05
432,delta del tigre,0,UY,1569398285,76,-34.76,-56.41,63.0,11.59
433,henties bay,25,NA,1569398285,93,-22.12,14.28,59.0,7.65
434,szczytno,0,PL,1569398285,70,53.57,20.99,48.2,4.7
435,komatipoort,0,MZ,1569398285,42,-25.43,31.96,69.01,5.01
436,flinders,75,AU,1569398286,58,-34.58,150.85,61.0,9.17
437,benghazi,18,LY,1569398286,68,32.12,20.07,78.71,11.12
438,puerto baquerizo moreno,76,EC,1569398286,93,-0.9,-89.6,67.55,14.97
439,dauphin,90,CA,1569398072,76,51.15,-100.04,48.2,12.75
440,rieti,0,IT,1569398131,82,42.4,12.86,70.0,3.36
441,gryazovets,90,RU,1569398286,75,58.88,40.25,38.57,5.55
442,abnub,0,EG,1569398286,50,27.27,31.15,78.8,11.41
443,gornyatskiy,0,RU,1569398286,26,48.29,40.96,56.39,7.65
444,dzhebariki-khaya,79,RU,1569398286,73,62.22,135.8,35.51,4.54
445,sherman,1,US,1569398287,78,33.64,-96.61,82.0,9.17
446,concepcion del oro,47,MX,1569398287,68,24.63,-101.42,64.13,4.9
447,puerto suarez,100,BO,1569398287,44,-18.96,-57.8,82.49,3.83
448,eyl,0,SO,1569398287,25,7.98,49.82,97.79,24.34
449,nastola,0,FI,1569398287,75,60.95,25.93,44.01,4.7
450,russell,1,US,1569398287,88,38.9,-98.86,66.2,10.29
451,hella,55,BF,1569398287,86,10.47,-3.27,75.29,4.09
452,olinda,40,AU,1569398288,58,-37.84,145.39,60.01,9.17
453,fukue,20,JP,1569398288,65,35.03,136.69,87.01,5.82
454,sao luis de montes belos,99,BR,1569398288,40,-16.52,-50.37,78.53,3.8
455,pingliang,8,CN,1569398288,45,35.54,106.68,62.33,9.55
456,san angelo,64,US,1569398288,68,31.46,-100.44,77.0,11.63
457,longkou,16,CN,1569398288,62,37.64,120.47,71.51,14.03
458,port macquarie,100,AU,1569398030,67,-31.43,152.91,66.99,8.05
459,stromness,75,CA,1569398288,93,42.87,-79.55,59.0,2.24
460,uige,98,AO,1569398289,69,-7.61,15.06,75.47,5.41
461,saint-denis,98,FR,1569398289,93,48.94,2.36,57.99,10.29
462,sioux lookout,90,CA,1569398289,100,50.1,-91.92,50.0,2.24
463,chapais,75,CA,1569398289,93,49.78,-74.86,44.6,5.82
464,khasan,0,RU,1569398289,76,42.43,130.64,56.93,5.55
465,dukat,0,AL,1569398289,52,40.25,19.57,78.01,5.01
466,oranjemund,0,ZA,1569398289,35,-28.55,16.43,72.23,19.6
467,akcaabat,0,TR,1569398289,73,41.02,39.57,72.0,8.05
468,aksarka,100,RU,1569398290,76,66.56,67.8,39.29,21.61
469,sinazongwe,43,ZM,1569398290,36,-17.26,27.46,81.59,14.7
470,kawambwa,1,ZM,1569398290,18,-9.8,29.07,87.53,10.65
471,christchurch,100,NZ,1569398290,87,-43.53,172.64,44.01,8.05
472,verkhovazhye,95,RU,1569398290,80,60.75,42.05,38.39,7.34
473,hajiganj,100,BD,1569398290,63,23.25,90.85,86.99,10.4
474,limbang,75,BN,1569398290,59,4.75,115.01,91.4,9.17
475,macomer,40,IT,1569398291,78,40.26,8.77,77.0,8.05
476,araripe,35,BR,1569398291,84,-7.21,-40.14,65.57,7.02
477,hasanabad,0,IR,1569398291,11,35.37,51.24,87.8,12.75
478,tocopilla,100,CL,1569398291,82,-22.09,-70.2,56.75,2.71
479,singkang,75,MY,1569398291,74,2.1,102.8,86.0,4.7
480,quatre cocos,40,MU,1569398291,69,-20.21,57.76,78.8,16.11
481,sioni,0,GE,1569398291,46,41.99,45.02,71.6,4.7
482,san lorenzo,100,HN,1569398292,95,13.43,-87.45,74.03,1.5
483,kijang,75,KR,1569398292,53,35.24,129.21,75.2,10.29
484,kavaratti,90,IN,1569398292,83,10.57,72.64,78.8,4.7
485,riyadh,0,SA,1569398183,14,24.63,46.72,98.6,5.82
486,kaeo,52,NZ,1569398292,100,-35.1,173.78,53.01,16.8
487,honningsvag,100,NO,1569398292,96,70.98,25.97,46.13,24.9
488,martapura,80,ID,1569398258,57,-3.41,114.85,88.25,13.22
489,kita,20,JP,1569398292,65,35.76,139.74,84.2,11.41
490,ulaanbaatar,75,MN,1569398280,20,47.92,106.92,73.4,4.47
491,tateyama,75,JP,1569398293,60,36.66,137.31,75.99,8.05
492,ilebo,100,CD,1569398293,66,-4.33,20.59,82.49,5.66
493,yerbogachen,1,RU,1569398293,64,61.28,108.01,55.13,6.46
494,eregli,92,TR,1569398293,26,37.51,34.05,77.81,12.21
495,la cruz,31,MX,1569398293,97,23.92,-106.89,77.0,1.99
496,salalah,75,OM,1569398293,70,17.01,54.1,86.0,12.75
497,sao joao da barra,94,BR,1569398293,79,-21.64,-41.05,63.59,0.63
498,turukhansk,100,RU,1569398294,94,65.8,87.96,36.95,15.3
499,kvareli,0,GE,1569398294,32,41.95,45.82,76.73,3.02
500,vanino,78,RU,1569398294,49,53.93,40.55,48.0,3.0
501,mount pleasant,1,US,1569398294,78,33.16,-94.97,77.0,6.93
502,ende,68,ID,1569398294,77,-8.84,121.65,80.15,7.7
503,beisfjord,75,NO,1569398294,86,68.38,17.6,46.99,10.29
504,seymchan,68,RU,1569398294,51,62.93,152.39,29.03,12.88
505,ossora,100,RU,1569398294,86,59.24,163.07,44.51,24.9
506,juba,99,EE,1569398295,75,57.82,26.93,44.6,5.82
507,aitape,74,PG,1569398295,86,-3.15,142.36,80.33,7.34
508,verkhnevilyuysk,100,RU,1569398295,79,63.45,120.31,45.23,4.09
509,dillon,1,US,1569398295,37,45.22,-112.64,55.4,16.11
510,rundu,15,NA,1569398295,25,-17.91,19.77,73.4,8.05
511,endwell,40,US,1569398295,93,42.11,-76.02,51.01,2.37
512,hongjiang,100,CN,1569398295,43,27.21,109.83,78.35,5.79
513,ryotsu,37,JP,1569398296,49,38.08,138.43,73.4,3.36
514,tarakan,43,ID,1569398296,68,3.3,117.63,84.47,9.37
515,wukari,99,NG,1569398296,75,7.87,9.78,82.49,8.59
516,tayu,20,JP,1569398296,65,35.06,136.67,87.01,5.82
517,rocha,0,UY,1569398186,71,-34.48,-54.34,51.53,3.87
518,manokwari,32,ID,1569398296,90,-0.87,134.08,74.93,5.06
519,vallenar,0,CL,1569398296,91,-28.58,-70.76,41.09,2.19
520,collie,96,AU,1569398296,35,-33.36,116.15,68.0,6.87
521,magan,35,OM,1569398296,56,24.42,56.58,93.2,6.93
522,sao filipe,100,CV,1569398297,87,14.9,-24.5,79.25,13.65
523,awjilah,0,LY,1569398297,16,29.14,21.3,93.47,13.62
524,ambon,0,FR,1569398297,88,47.55,-2.56,62.6,11.41
525,karratha,55,AU,1569398297,25,-20.74,116.85,82.67,14.85
526,altay,90,CN,1569398297,45,47.83,88.13,59.09,5.53
527,bo rai,20,TH,1569398297,59,12.57,102.54,93.2,11.41
528,jonesboro,1,US,1569398298,100,35.84,-90.7,66.2,4.7
529,hornepayne,100,CA,1569398298,98,49.22,-84.78,56.21,6.26
